id_projeto;id_osc;cd_identificador_osc;tx_nome_projeto;tx_nome_status_projeto;dt_data_inicio_projeto;dt_data_fim_projeto;tx_link_projeto;nr_total_beneficiarios;nr_valor_captado_projeto;nr_valor_total_projeto;tx_nome_abrangencia_projeto;tx_nome_zona_atuacao;tx_descricao_projeto;tx_metodologia_monitoramento;ft_identificador_projeto_externo;tx_status_projeto_outro;edmu_cd_municipio;edmu_nm_municipio;eduf_cd_uf;eduf_nm_uf;tx_nome_subarea_atuacao;tx_nome_financiador;tx_orgao_concedente;tx_nome_origem_fonte_recursos_projeto;tx_nome_fonte_recursos_projeto;tx_nome_regiao_localizacao_projeto;tx_nome_objetivo_projeto;tx_nome_meta_projeto;id_osc_parceira;tx_nome_publico_beneficiado;nr_estimativa_pessoas_atendidas;tx_nome_tipo_parceria
43733;606233;6115706000185;11º ALELUIA, É NATAL!;Arquivado, cancelado ou indeferido;2017-01-26 00:00:00;2018-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/164458;;0;38970;;;A PINACOTECA BENEDITO CALIXTO apresenta a 11ª edição do espetáculo “ALELUIA! É NATAL!” Serão dois dias de apresentações de corais de Santos e outros Corais convidados para realizarem um show nos Jardins do Casarão Branco, com entrada franqueada à população santista e turistas.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
12187;663950;71545636000167;Paz na Ponta do Giz com a AbrasOffa;;2009-01-07 00:00:00;;;;0;1598927;;;;;SALICWEB/MINC;;;;;;;;;;;SP;;;;;;
2677745;648986;3890545000109;Amores Imperfeitos ;Projeto em andamento;2020-04-01 00:00:00;2022-04-01 00:00:00;http://versalic.cultura.gov.br/#/projetos/200607;;0;99457875;;;PRODUTO ARTES CÊNICAS O Projeto consiste na elaboração,criação e apresentação de um musical original, brasileiro e com músicas da aclamada banda skank. O projeto mescla a Brasilidade da Banda com a estrutura narrativa de musicais norte americanos. buscando asssim:*Aprimorar artisticamente o repertório dos envolvidos no projeto.*Oferecer a população um espetáculo de qualidade, preços populares, com acessibilidade garantida.*Promover o debate acerca da diversidade na contexto Cultural contemporâneo. PRODUTO ACESSIBILIDADE Promover 2 sessões gratuitas para população de baixa renda , alunos de escolas Publicas, ONGS , e Associações .;;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
2677663;648986;3890545000109;A pequena Miss Sunshine ;Projeto em andamento;2021-08-07 00:00:00;2021-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/200270;;0;3718648;;;Montagem do Espetáculo Musical A PEQUENA MISS SUNSHINE , com estréia prevista em São Paulo, local ainda em fase de definição. A Temporada terá duração de seis meses, sendo 20 apresentações/mês (previsão de cinco apresentações por semana), perfazendo um total previsto de 63 apresentações do espetáculo para a temporada.;;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
2676437;663950;71545636000167;BOAS PRÁTICAS NA PRÁTICA - I EDIÇÃO 2018;Finalizado;2018-11-22 00:00:00;2018-08-24 00:00:00;WWW.ABRASOFFA.ORG.BR;500;;;Estadual;Urbana;UM EVENTO REALIZADO COM DIVERSOS PARCEIROS : OAB, UNIP SANTOS, LIPA, PREFEITURA DE SANTOS;DIVULGAÇÃO JUNTO AS UNIVERSIDADES E ESCOLAS DE BOAS PRÁTICAS VOLTADAS PARA INCLUSÃO SOCIAL E A JUSTIÇA RESTAURATIVA;Representante de OSC;;;;;;;parceiros;;;;Santos;;;;Universitários e entidades;;
2676438;663950;71545636000167;BOAS PRÁTICAS NA PRÁTICA: DESENVOLVIMENTO SUSTENTÁVEL, UM PACTO GLOBAL;Projeto em andamento;2019-09-16 00:00:00;2019-09-21 00:00:00;WWW.ABRASOFFA.ORG.BR;1000;;;Estadual;Urbana;EVENTO PARA A DIVULGAÇÃO DOS 17 OBJETIVOS DO MILÊNIO E UMA AÇÃO PRÁTICA GLOBAL NAS PRAIAS DE SANTOS E OUTROS LOCAIS DO BRASIL E DO EXTERIOR;Teremos inscrição via Midias Sociais e presenciais. No dia 21.09 diversos atores estarão presentes recolhendo o lixo das praias de Santos;Representante de OSC;;;;;;;Parceiros;;;;Universidade e Praias;Proteger, recuperar e promover o uso sustentável dos ecossistemas terrestres, gerir de forma sustentável as florestas, combater a desertificação, deter e reverter a degradação da terra e deter a perda de biodiversidade;Até 2020, assegurar a conservação, recuperação e uso sustentável de ecossistemas terrestres e de água doce interiores e seus serviços, em especial florestas, zonas úmidas, montanhas e terras áridas, em conformidade com as obrigações decorrentes dos acordos internacionais;;Comunidade Local;;
2676438;663950;71545636000167;BOAS PRÁTICAS NA PRÁTICA: DESENVOLVIMENTO SUSTENTÁVEL, UM PACTO GLOBAL;Projeto em andamento;2019-09-16 00:00:00;2019-09-21 00:00:00;WWW.ABRASOFFA.ORG.BR;1000;;;Estadual;Urbana;EVENTO PARA A DIVULGAÇÃO DOS 17 OBJETIVOS DO MILÊNIO E UMA AÇÃO PRÁTICA GLOBAL NAS PRAIAS DE SANTOS E OUTROS LOCAIS DO BRASIL E DO EXTERIOR;Teremos inscrição via Midias Sociais e presenciais. No dia 21.09 diversos atores estarão presentes recolhendo o lixo das praias de Santos;Representante de OSC;;;;;;;Parceiros;;;;Universidade e Praias;Conservação e uso sustentável dos oceanos, dos mares e dos recursos marinhos para o desenvolvimento sustentável;Até 2025, prevenir e reduzir significativamente a poluição marinha de todos os tipos, especialmente a advinda de atividades terrestres, incluindo detritos marinhos e a poluição por nutrientes;;Comunidade Local;;
2677527;886879;15572039000150;TAMBORES E CIA;Projeto em andamento;2020-03-02 00:00:00;2022-03-06 00:00:00;http://versalic.cultura.gov.br/#/projetos/194224;;0;51478502;;;"O reconhecimento da roda de capoeira como Patrimônio Cultural Imaterial da Humanidade, foi um grande impulso para a sustentabilidade cultural e social, fator importante para combater as desigualdades sociais, e podendo ser um propulsor para geração de emprego e renda. O Projeto Tambores &amp; Cia, consiste em capacitar as comunidades carentes na fabricação de instrumentos de percussão, utilizados como música instrumental em rodas de capoeira. Como um projeto cultural autossustentável, visa, futuramente, a criação de uma cooperativa de trabalho com a missão de fomentar a geração de renda local, promovendo, assim o empreendedorismo cultural.";;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
2677558;648986;3890545000109;RIVERSIDE DRIVE ;Projeto em andamento;2020-05-01 00:00:00;2022-05-01 00:00:00;http://versalic.cultura.gov.br/#/projetos/194340;;0;91589602;;;Produzir e manter temporada o espetáculo teatral “ RIVERSIDE DRIVE ”, sendo o produto principal Artes cênicas com texto de Woody Allen , e o segmento teatro . O segundo produto é a contrapartida social onde será feita 02 sessões gratuitas e ingressos de cortesia nas outras sessões .;;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
388686;648986;3890545000109;Parceria  773833;Arquivado, cancelado ou indeferido;2012-09-13 00:00:00;2013-01-30 00:00:00;https://www.convenios.gov.br/siconv/ConsultarProposta/ResultadoDaConsultaDeConvenioSelecionarConvenio.do?sequencialConvenio=773833&Usr=guest&Pwd=guest;;75000;93780;;;Realização da X edição do Festival Santista de cinema denominado Curta Santos, quem em 2012 completa 10 anos, ou seja, se encontra na sua 10ª edição. O Curta Santos é um Festival de caráter competitivo de curtas metragens mais mostras especiais de longas metragens, conta com diversas oficinas de realização audiovisual, workshops, palestras, debates, sendo todas essas atividades com entrada franca, totalmente gratuita.;;SICONV/MPOG 15-04-2019;;;;;;;;;;;;;;;;;
31399;648986;3890545000109;Ventos Caiçaras;Arquivado, cancelado ou indeferido;2010-03-01 00:00:00;2010-07-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/092218;;0;272580;;;O espetáculo Ventos caiçaras desenvolvido pelo grupo Teatro do Pé é um resultado de pesquisas feitas dentro das vilas caiçaras. Pretende-se realizar 32 apresentações nas regiões sul, interior paulista e capitais como, São Paulo, Curitiba e Rio de Janeiro. Juntamente com as apresentações será realizada uma exposição com objetos e imagens do universo caiçara que fará parte da composição do cenário ambientalizando o público desde a área externa do teatro.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
32519;648986;3890545000109;Herdeiros do Fandango;Arquivado, cancelado ou indeferido;2010-04-11 00:00:00;2011-04-29 00:00:00;http://versalic.cultura.gov.br/#/projetos/100816;;0;310200;;;Projeto que foca a Música Tradicional Caiçara, tem como produto principal gravação de um DVD. O DVD apresentará a pesquisa dos diferentes rítmos e modas que será realizada pelo grupo fandangueiro manema. As gravações serão feitas em cidades das regiões caiçaras. Para o lançamento do DVD haverá um encontro onde estarão presentes os músicos e convidados que participaram das filmagens dando depoimentos sobre a experiência e tocando o tradicional rítmo caiçara.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
34332;648986;3890545000109;Encenação do Abarebebê - O Padre Voador;Arquivado, cancelado ou indeferido;2011-02-01 00:00:00;2011-04-24 00:00:00;http://versalic.cultura.gov.br/#/projetos/108830;;0;93363255;;;A encenação busca resgatar na comunidade do litoral sul de São Paulo sua história e revelar a importância da região no início da colonização portuguesa no Brasil.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
35048;648986;3890545000109;X - Curta Santos - Festival de Cinema;Arquivado, cancelado ou indeferido;2012-09-17 00:00:00;2012-10-21 00:00:00;http://versalic.cultura.gov.br/#/projetos/1113159;;0;979230;;;O Curta Santos´é o maior festival de audiovisual do Litoral Paulista, que conta além de mostras competitivas no segmento, é um espaço de formação e aprendizado através de suas oficinas e palestras. Promove a inclusão social na medida em que os menos favorecidos terão amplo acesso a um conhecimento que possibilita experiências técnicas e de exibição. O festival também gera oportunidades no mercado de trabalho cinematográfico e consta no calendário oficial dos Festivais.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
39313;648986;3890545000109;XI - Curta Santos - Festival de Cinema;Arquivado, cancelado ou indeferido;2013-12-12 00:00:00;2014-01-30 00:00:00;http://versalic.cultura.gov.br/#/projetos/138096;;0;383420;;;O Curta Santos é o maior festival de audiovisual do Litoral Paulista, que além de mostras competitivas no segmento, é um espaço de formação e aprendizado através de suas oficinas e palestras. Promove a inclusão social na medida em que os menos favorecidos terão amplo acesso a um conhecimento que possibilita experiências técnicas e de exibição. O festival também gera oportunidade no mercado de trabalho cinematográfico e consta no calendário oficial dos Festivais.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
42247;648986;3890545000109;CUBATÃO DANADO DE BOM – FESTIVAL DE CULTURA NORDESTINA 2015;Finalizado;2016-04-04 00:00:00;2016-06-04 00:00:00;http://versalic.cultura.gov.br/#/projetos/154560;;520000;19466817;;;O Festival Cubatão Danado de Bom 2015 é um festival dedicado à cultura nordestina e sua diversidade, que em sua IV Edição, promove o resgate da identidade cultural de Cubatão, que possui uma população de 64% de cidadãos oriundos do nordeste brasileiro, que migraram para o município a partir do final da década de 40 para a construção da Rodovia Anchieta e para trabalhar no pólo industrial. Através do Festival, que acontecerá no segundo semestre de 2015 o visitante terá a oportunidade de celebrar e conhecer mais a cultura do Nordeste através da música, artes plásticas, culinária e literatura, permitindo que os visitantes se apropriem da história e origem, mostrando que foi a população nordestina a grande responsável pela construção de Cubatão.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
42461;1021290;10381467000182;VILA  MATHIAS   -    CARNAVAL  2016;Arquivado, cancelado ou indeferido;2015-12-29 00:00:00;2016-05-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/158562;;0;668140;;;Produção e realização do desfile do Grêmio Recreativo, Cultural Escola de Samba Vila Mathias para o Carnaval 2016, a ser realizado entre os dias 29 e 31 de janeiro na Passarela do Samba Dráuzio da Cruz, o Sambódromo da cidade de Santos, litoral do Estado de São Paulo. Um grande espetáculo cultural de música e danças coreografadas é o que se propõe neste Projeto.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
12186;663950;71545636000167;Festival Internacional de Folclore do Brasil  Circuito Brasil Fest In Folk 19;;2006-12-29 00:00:00;;;;0;703086;;;;;SALICWEB/MINC;;;;;;;;;;;SP;;;;;;
2677456;648986;3890545000109;QUEM MATOU HENRIQUE GUSMÃO?;Projeto em andamento;2020-03-02 00:00:00;2022-03-02 00:00:00;http://versalic.cultura.gov.br/#/projetos/193944;;0;6379391;;;Produzir e manter temporada o espetáculo teatral “ Quem matou Henrique Gusmão ”, sendo o produto principal Artes cênicas , e o segmento teatro . O segundo produto é a contrapartida social onde será feita 02 sessões gratuitas e ingressos de cortesia nas outras sessões .;;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
13128;648986;3890545000109;Encenação da Fundação da Vila de São Vicente;;2006-01-04 00:00:00;;;;0;2019147;;;;;SALICWEB/MINC;;;;;;;;;;;SP;;;;;;
13129;648986;3890545000109;Encenação do Abarebebê  O Padre Voador;;2006-10-02 00:00:00;;;;0;11673815;;;;;SALICWEB/MINC;;;;;;;;;;;SP;;;;;;
13130;648986;3890545000109;Sinatra  o homem e a música;;2007-01-05 00:00:00;;;;0;4983367;;;;;SALICWEB/MINC;;;;;;;;;;;SP;;;;;;
31170;648986;3890545000109;Santos Mostra Soffredini;Arquivado, cancelado ou indeferido;2009-06-18 00:00:00;2009-11-21 00:00:00;http://versalic.cultura.gov.br/#/projetos/090482;;0;345124;;;Com o objetivo de homenagear o autor brasileiro Carlos Alberto Soffredini o projeto propõe uma Mostra de seus textos. Seis grupos de Santos sob a orientação de Neyde Veneziano e Renata Soffredini participarão de oficinas e pesquisas sobre a Estética teatral de Sofredini. Todos os grupos trabalharão juntos na montagem de um dos espetáculos que será dirigido por Neyde Veneziano e depois cada grupo apresentará sua própria montagem. Os espetáculos serão apresentados dentro da Mostra.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
31546;648986;3890545000109;Festival Curta Santos;Arquivado, cancelado ou indeferido;2009-06-29 00:00:00;2010-01-29 00:00:00;http://versalic.cultura.gov.br/#/projetos/093289;;0;43655922;;;O Festival Curta Santos tornou-se o 4º maior festival em público do país, com aproximadamente 100 mil espectadores e já entrou para o Fórum dos Festivais. O festival tem caráter competitivo de Curtas Metragens, além de diversas mostras especiais. A realização será de 21 à 25 de Setembro de 2009, na cidade de Santos/SP, e logo após se inicia a itinerância do Festival, percorrendo mais 8 cidades da Baixada Santista e Costa da Mata Atlântica, que acontece até Janeiro de 2010.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
32665;648986;3890545000109;Oficinas de Capacitação e Produção Audiovisual;Arquivado, cancelado ou indeferido;2010-12-21 00:00:00;2012-12-15 00:00:00;http://versalic.cultura.gov.br/#/projetos/1010654;;0;499580;;;O Projeto tem o propósito de capacitar mão-de-obra técnica para o mercado audiovisual, iniciando um novo traço cultural para a cidade. Os objetivos almejados serão alcançados na prática através do dinamismo real de um set de gravação. Desta forma, o aluno beneficiado estará em contato com a realidade desta profissão e ao mesmo tempo, tendo a oportunidade de se inserir num novo mercado de trabalho.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
33923;648986;3890545000109;A orquestra convida..., com participaÃ§Ã£o da Jazz Big Band;Arquivado, cancelado ou indeferido;2011-04-01 00:00:00;2011-12-30 00:00:00;http://versalic.cultura.gov.br/#/projetos/105790;;0;753500;;;Serão 10 apresentações da Jazz Big Band, , no Teatro do Memorial da América Latina na cidade de São Paulo. O projeto busca popularizar e desmistificar as atividades de um espaço cênico clássico, por meio de apresentações de uma Big Band e cantores conhecidos desse público.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
34134;648986;3890545000109;Sinatra - O Homem e a Música;Arquivado, cancelado ou indeferido;2011-01-01 00:00:00;2011-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/107143;;0;442880;;;Fazer a circulação do musical “ Sinatra o Homem e a Música”, fazendo celebração da vida e obra de Frank Sinatra, com dois atores protagonistas e a Orquestra Jazz Big Band. O musical terá 10 apresentações em São Paulo.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
35524;648986;3890545000109;Festival Santista de Curtas Metragens - IX Curta Santos;Finalizado;2013-09-11 00:00:00;2013-10-07 00:00:00;http://versalic.cultura.gov.br/#/projetos/113115;;100000;474372;;;Realização da 9ª edição do festival santista de curtas metragens denominado Curta Santos, de caráter competitivo, mais mostras especiais, no período de 13 à 17 de setembro de 2011, na cidade de Santos/SP.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
34232;648986;3890545000109;Instante do Maestro - Tributo a Luiz Arruda Paes;Arquivado, cancelado ou indeferido;2011-02-01 00:00:00;2011-07-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/108157;;0;98900;;;Homenagem ao idealizador da Jazz Big Band, Luiz Arruda Paes (1926-1999), o primeiro maestro da televisão brasileira e co-fundador da Jazz Sinfônica de São Paulo. No show, a orquestra resgata arranjos originais deixados por ele. O repertório inclui a vibrante Pop’s III, um pot-pourri de clássicos eruditos, e a criativa Fantasia Para Asa Branca, com hipotéticas versões de mestres da música clássica para a canção de Luiz Gonzaga.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
34848;663950;71545636000167;25º BRASIL FEST IN FOLK - Festival Internacional de Folclore do Brasil;Arquivado, cancelado ou indeferido;2012-08-14 00:00:00;2013-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/1111786;;0;374355;;;Pagamento de hospedagem, alimentação, transporte, confecção de material de divulgação. Durante 10 dias os 22 espetáculos ocorrem nas ruas, bairros, escolas e palcos montados ao ar livre onde os grupos dançam e tocam para a comunidade das periferias e do centro das cidades escolhidas, como participantes. Além disso serão confeccionados convites, forlders, cartazes, camisetas e uniforme além de e-mail marketing, divulgação em blogs e sites do evento proposto.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
38442;1022922;10719585000158;EU SOU O SAMBA;Arquivado, cancelado ou indeferido;2014-01-07 00:00:00;2014-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/131446;;0;36798058;;;O SAMBA DO RIO DE JANEIRO é um Patrimônio Cultural Imaterial tombado pelo IPHAN. Por isso, o Projeto visa a registrar essa história preservando e difundindo suas principais características, através do próprio SAMBA.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
45158;886879;15572039000150;TAMBORES E CIA;Arquivado, cancelado ou indeferido;2017-12-20 00:00:00;2019-01-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/179334;;0;4220225;;;O projeto visa promover uma oficina de capacitação em montagem de instrumentos musicais. Com o objetivo de se tornar uma cooperativa, ou seja, um projeto cultural autosustentável. Está inserido nesse contexto, grandes encontros, com rodas de capoeira e apresentação do Maculelê e puxada de Rede, com o objetivo de apresentar a qualidade sonora e artística dos instrumentos para o público em geral. Essas apresentações estão previstas para acontecer no interior de Cruzeiros turísticos de diversas embarcações no Porto de Santos e demais portos no Brasil, em espaços públicos e privados da região da Baixada Santista e na cidade de São Paulo. Com o objetivo de promover o intercambio cultural, levando a nossa cultura para diferentes pólos de negócios. O objetivo é associar a imagem da capoeira (patrimônio brasileiro) com o empreendedorismo cultural de alta qualidade.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
30940;540654;7749605000129;Estruturação do NAGI SOCIESC para Atendimento as Empresas de Santa Catarina em Gestão da Inovação;;2012-02-02 00:00:00;2018-07-02 00:00:00;;;169920354;172564224;;;;;FINEP/FNDCT 2017;;;;;;;;;;;;;;;;;
16158;540654;7749605000129;Programa Eixo 20062007 Espaço UNA Liberdade e Cultura;;2009-01-07 00:00:00;;;;0;9771315;;;;;SALICWEB/MINC;;;;;;;;;;;MG;;;;;;
619645;607875;58222910000107;Gotas no Judô;Projeto em andamento;2013-01-01 00:00:00;;http://www.gotadeleite.org.br/?portfolio=gotas-no-judo;480;;;;;O projeto visa estimular a inclusão social de 80 crianças e adolescentes carentes por intermédio da prática do Judô socioeducativo. O esporte junto com a educação, desempenha um papel agregador e estimula o desenvolvimento livre, integral, solidário e coletivo das pessoas, além de promover o desenvolvimento humano e a qualidade de vida.  ;;Representante de OSC;;;;;;;;;;;;;;;;;
619647;607875;58222910000107;Musicalidade na Gota;Projeto em andamento;2017-01-01 00:00:00;;http://www.gotadeleite.org.br/?portfolio=musicalidade-na-gota;200;;;Regional;Urbana;Projeto que atende 80 crianças de 8 a 17 anos, com propósito de educar e disciplinar através da música. Trabalhando com aulas de violão e percussão, o projeto promove a cultura, atividades artísticas e aumento da concentração, levando-os a valorização do espírito de colaboração, respeito mútuo, disciplina, cidadania e liderança. ;O Projeto Musicalidade na Gota é desenvolvido objetivando oportunizar às crianças e adolescentes o aprendizado prático da educação musical com a utilização do violão e percussão, reforçando a autoestima dos alunos, desenvolvendo as habilidades individuais, estimulando através de conhecimentos práticos e teóricos o senso de cooperação, criatividade, disciplina e a conscientização da importância do trabalho em grupo para o processo de desenvolvimento social e humano.;Representante de OSC;;;;;;;;;;;Santos;;;;;;
1596897;608117;58191008000162;Parceria  837695;Projeto em andamento;2016-12-23 00:00:00;2020-03-31 00:00:00;https://www.convenios.gov.br/siconv/ConsultarProposta/ResultadoDaConsultaDeConvenioSelecionarConvenio.do?sequencialConvenio=837695&Usr=guest&Pwd=guest;;180000;180000;;;Oferta de turmas especiais em cursos de licenciatura, programas de segunda licenciatura e de formação pedagógica, na modalidade presencial, para profissionais do magistério das redes públicas da educação básica, nos termos do Decreto nº 6.755, de 29 de Janeiro de 2009, conforme detalhado no plano de trabalho.;;SICONV/MPOG 15-04-2019;;;;;;;;;;;;;;;;;
1579645;612291;71554695000100;Parceria  722327;Finalizado;2009-12-24 00:00:00;2011-03-29 00:00:00;https://www.convenios.gov.br/siconv/ConsultarProposta/ResultadoDaConsultaDeConvenioSelecionarConvenio.do?sequencialConvenio=722327&Usr=guest&Pwd=guest;;506900;533900;;;Inclusão Social com capacitação profissional de jovens que vivem em situação de vulnerabilidade social: Cubatão, Praia Grande e Mongaguá/SP.;;SICONV/MPOG 20-03-2019;;;;;;;;;;;;;;;;;
1991634;612291;71554695000100;Parceria  752344;Finalizado;2010-12-21 00:00:00;2011-09-30 00:00:00;https://www.convenios.gov.br/siconv/ConsultarProposta/ResultadoDaConsultaDeConvenioSelecionarConvenio.do?sequencialConvenio=752344&Usr=guest&Pwd=guest;;15218112;158522;;;Realizar ações de sensibilização e mobilização para a prevenção e enfrentamento da exploração sexual de crianças e adolescentes no turismo no Estado de São Paulo.;;SICONV/MPOG 20-03-2019;;;;;;;;;;;;;;;;;
30494;603521;8488961000107;Integrar Voleibol - Continuidade;Projeto em andamento;2014-07-01 00:00:00;2015-07-31 00:00:00;;0;215000;215000;;;O projeto integrar voleibol tem como objetivo dar continuidade a equipe de voleibol na cidade de Santos no estado de São Paulo, para competições oficiais, contribuindo com o incentivo e desenvolvimento do esporte na Baixada Santista e no Brasil. Com isso, continuidade desta equipe de alto rendimento vem cobrir uma lacuna de anos de estagnação do voleibol feminino na região da baixada santista. OBJETIVOS ESPECÍFICOS Formação de atletas de alto rendimento para competição através de aperfeiçoamento físico, técnico, tático e psicológico. Como resultado busca-se estimular a competência desportiva na modalidade de voleibol, favorecendo a constituição e manutenção de equipes de alto rendimento pelos clubes, em condições de disputar competição de elevado nível técnico, promovendo assim o aprimoramento de nossos atletas e criando condições para detecção de novos talentos, fortalecendo nossa base e representatividade neste desporto.;;LIE/MESP 2017;;;;;;;;;;;;;;;;;
2674283;613334;10227433000138;Plano Anual de Atividades 2019 – Instituto Querô;Finalizado;2018-09-24 00:00:00;2020-01-15 00:00:00;http://versalic.cultura.gov.br/#/projetos/183523;;850000;103910409;;;"O Plano Anual de Atividades do Instituto Querô desenvolverá em 2019, os projetos: Oficinas Querô - produzirá 03 (três) curtas-metragens (até 15 min. de duração), por meio de capacitação audiovisual envolvendo 60 adolescentes de baixa renda da Baixada Santista; Querô na Escola - produzirá 10 obras audiovisuais no formato de minimetragem (até 01 min.de duração) por meio de oficinas para estudantes em escolas públicas nas cidades de Santos e Cubatão/SP; Querô Comunidade/Ambiental - produzirá 01 curta-metragem (até 15 min. de duração) com moradores de uma comunidade de baixa renda nas cidades de Santos ou Cubatão/SP. (Formato de finalização dos filmes: Câmera DSLR; Tamanho 1920x1080; Cordec h264; Arquivo MP4 ou QuickTime; FPS 29,97).";;SALICWEB/MINC;;;;;;;;;;;;;;;;;
41060;613334;10227433000138;"Plano Anual de Atividades 2015 &#x2013; Instituto Querô";Finalizado;2015-01-01 00:00:00;2015-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/149150;;44440343;961940;;;"Trata-se do Plano Anual de Atividades do Instituto Querô, o qual desenvolverá no ano de 2015, os projetos: “Querô na escola”, que produzirá 30 (trinta) obras audiovisuais no formato de mini metragem (com até 1 minuto de duração), através de oficinas de audiovisual para estudantes de oitavos anos e grêmios, em escolas públicas das cidades de Santos e Cubatão (Estado de São Paulo); e “Oficinas Querô”, que produzirá 04 (quatro) obras audiovisuais de curta metragem (com até 15 minutos de duração), através de um processo de capacitação audiovisual envolvendo 60 (sessenta) adolescentes entre 14 a 18 anos, estudantes de escolas públicas das cidades de Santos e São Vicente (Estado de São Paulo).";;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
2678161;613334;10227433000138;Plano Anual de Atividades 2021 - Instituto Querô;Projeto em andamento;2021-01-01 00:00:00;2021-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/202313;;1100000;116538849;;;"O Plano Anual de Atividades do Instituto Querô dará continuidade em 2021, aos projetos: Oficinas Querô - produzirá 03 (três) curtas-metragens (até 15 min. de duração), por meio de capacitação audiovisual envolvendo 60 adolescentes de baixa renda da Baixada Santista; Querô na Escola - produzirá 11 (onze) obras audiovisuais no formato de minimetragem (até 01 min.de duração) por meio de oficinas para estudantes em escolas públicas nas cidades de Santos e Cubatão/SP e uma oficina especial voltada para surdos; Querô Comunidade - produzirá 01 (um) documentário de até 15 min. de duração com moradores de uma comunidade de baixa renda nas cidades de Santos ou Cubatão/SP. (Formato de finalização dos filmes: Câmera DSLR e Mirrorless; Tamanho 1920x1080; Cordec h264; Arquivo MP4 ou QuickTime; FPS 29,97).";;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
2676849;613334;10227433000138;Plano Anual de Atividades 2020 - Instituto Querô;Projeto em andamento;2020-01-01 00:00:00;2021-06-30 00:00:00;http://versalic.cultura.gov.br/#/projetos/192653;;890000;110768209;;;"O Plano Anual de Atividades do Instituto Querô dará continuidade em 2020, aos projetos: Oficinas Querô - produzirá 03 (três) curtas-metragens (até 15 min. de duração), por meio de capacitação audiovisual envolvendo 60 adolescentes de baixa renda da Baixada Santista; Querô na Escola - produzirá 11 obras audiovisuais no formato de minimetragem (até 01 min. de duração) por meio de oficinas para estudantes em 10 escolas públicas nas cidades de Santos e Cubatão/SP e uma oficina especial voltada para surdos; Querô Comunidade - produzirá 01 documentário de até 15 min. de duração com moradores de uma comunidade de baixa renda nas cidades de Santos ou Cubatão/SP. (Formato de finalização dos filmes: Câmera DSLR e Mirrorless; Tamanho 1920x1080; Cordec h264; Arquivo MP4 ou QuickTime; FPS 29,97).";;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
34854;613334;10227433000138;Querô na escola;Finalizado;2012-01-02 00:00:00;2014-09-20 00:00:00;http://versalic.cultura.gov.br/#/projetos/1111829;;462000;796080;;;Realização de 30 mini metragens (curtas de 1 minuto de duração) e 3 curtas metragens documentais de até 15 minutos, por jovens estudantes de escolas públicas de Santos, São Vicente e Cubatão, no Estado de São Paulo.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
