cnpj;ano;num_parceria;nm_orgao_entidade_parceira;nm_posicao_estrutura_adm;tp_ente_federado;tp_fonte_recursos;tp_instrumento_parceria;dt_publicacao;vl_recursos_previstos;vl_recursos_repassados;num_beneficiarios;dt_inicio_atividades;dt_fim_atividades;tx_objetivo_parceria
58.198.227/0001-73;2007;10599;Secretaria de educação de cubatão;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;45.000,00;45.000,00;25;04/02/2007;18/12/2007;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO
58.198.227/0001-73;2007;10599;secretaria de ação social de santos;Órgão Público do Poder Executivo;Municipal;Federal;subvenção;23/02/2007;15.075,00;15.075,00;210;04/02/2007;18/12/2007;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO  e SEUS FAMILIARES.
58.198.227/0001-73;2007;10599;FNDE-MEC;Órgão Público do Poder Executivo;Federal;Federal;Convênio;-;6.767,00;6.767,00;210;04/02/2007;18/12/2007;PROGRAMA DE ATENDIMENTO DE EDUCAÇÃO ESPECIAL À PESSOA PORTADORA DE DEFICIÊNCIA
58.198.227/0001-73;2007;10599;MEC-FNDE;Órgão Público do Poder Executivo;Federal;Federal;Convênio;-;14.253,00;14.253,00;210;04/02/2007;18/12/2007;Programa Dinheiro Direto na Escola com recursos destinados à custeio e capital
58.224.692/0001-31;2013;140628;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;14/02/2013;712.174,32;712.174,32;215;01/01/2013;30/12/2013;Proporcionar à criança condições para um desenvolvimentodo seu potencial fisico, afetivo, espiritual, social e educacional.
58.250.267/0001-17;2013;141547;SECRETARIA DA EDUCAÇÃO DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;08/03/1995;315.538,64;315.538,64;109;14/01/2013;27/12/2013;Atendimento às crianças na faixa etária de 1 até 6 anos em período integral para desenvolvimento de trabalhos educacionais relacionados a creche e escola de educação infantil.
58.191.008/0001-62;2013;141824;SECRETARIA DA JUSTIÇA E DA DESEFA DO ESTADO SAO PAULO;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;22/03/2012;73.150,00;,00;50;22/03/2012;22/03/2013;CONJUGAÇÃO DE ESFORÇOS PARA IMPLEMENTAÇÃO DE UMA UNIDADE DO CENTRO DE REFERNCIA E APOIO A VÍTIMA - CRAVI- NO MUNICÍPIOS DE SANTOS, ESTADOS DE SÃO PAULO
58.191.008/0001-62;2013;141824;COORD. DE APERFEICOAMENTO DE PESSOAL DE NÍVEL SUPERIOR - CAPES;Autarquia;Federal;Federal;Convênio;30/06/2010;255.000,00;180.000,00;102;31/07/2010;29/08/2014;Formação de profissionais do magistério das Redes públicas da Educação Básica, nos termos do Decreto 5755, de 29/01/2009, da portaria nº 09 de 30/6/2009 do MEC e do decreto 7219 de 24/06/2010.
58.222.910/0001-07;2013;142365;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;22/12/2006;835.648,00;835.648,00;363;01/01/2012;31/12/2012;Pagamento de salários, encargos da equipe de profissionais e alimentação para as crianças.
58.222.910/0001-07;2013;142365;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;06/07/2001;36.000,00;36.000,00;-;01/01/2012;31/12/2012;Destiná-se à manutenção das atividades da entidade.
52.246.451/0001-07;2013;143697;Secretaria Municipal da Assistência Social;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;21/01/2013;235.200,00;235,20;20;22/01/2013;21/01/2014;Este convênio tem por objeto o estabelecimento de parceria para a manutenção de serviço de antendimento a idosos em regime de abrigo.
58.269.515/0001-71;2013;144523;Prefeitura Municipal de Santos/ Secretaria Municipal  de Educação;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;01/01/2013;759.697,84;759.697,84;355;02/01/2013;30/12/2013;Tem por objetivo o estabelecimento de uma parceria  com o  municipio  por intermedio da Secretaria Municipal de Educação e a Entidade,  para atendimento gratuito em  creche , pré - escola e educação integral, visando o desenvolvimento sócio- educativo das crianças e adolescentes residentes no  municipio.
58.259.433/0001-46;2013;147618;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;-;-;-;Convênio;02/06/2008;128.800,00;128.800,00;60;02/06/2008;02/06/2008;POSSIBILITAR CONDIÇÕES DE ABRIGO Á POPULAÇÃO EM SITUAÇÃO DE RUA:IMIGRANTE, ITINERANTE, MUNÍCIPE EM SITUAÇÃO DE RUA E VULNERABILIDADE SOCIAL, COM VISTAS AO RESGATE DE SEUS DIREITOS E INCLUSÃO SOCIAL, RESPEITANDO SEUS LIMITES E POSSIBILIDADES DIFERENTES.RECURSOS PRÓPRIOS COMO: SÓCIOS, PROMOÇÕES, BAZAR, FESTAS MUNICIPAIS, ALUGUÉIS DE ESTACIONAMENTO.
71.554.695/0001-00;2013;148210;Prefeitura Municipal de Santos;Empresa Pública;Municipal;Federal;Convênio;17/05/2012;6.447.995,76;2.643.479,98;-;18/05/2012;17/05/2013;A Parceria visa o gerenciamento de Recursos Humanos.
71.554.695/0001-00;2013;148210;Ministério da Saúde;Ministério Público;Federal;Federal;Contrato Administrativo;04/09/2011;4.490,00;4.490,00;293;31/12/2012;30/12/2013;Realizou -se o Projeto Direito Garantido, tinha como objetivo fortalecer e garantir ações de promoção e defesa dos direitos humanos à epidemia de HIV/AIDS e das pessoas vivendo com HIV/AIDS na cidade de Santos/SP
71.554.695/0001-00;2013;148210;Prefeitura Municipal de Praia Grande;Empresa Pública;Municipal;Municipal;Contrato Prestação Serviços;24/01/2013;54.900,00;45.750,00;50;24/01/2013;23/01/2014;Capacitação / Supervisão da Equipe de Proteção Especial da Secretaria de Promoção Social
71.554.695/0001-00;2013;148210;Prefeituraa Municipal de Santos;Empresa Pública;Municipal;Federal;Convênio;17/05/2013;6.447.995,76;3.699.825,95;-;18/05/2013;17/05/2014;A Parceria visa o gerenciamento de Recursos Humanos.
71.554.695/0001-00;2013;148210;Prefeitura Municipal de Mongagua;Órgão Público do Poder Executivo;Municipal;Municipal;Projeto;22/05/2013;6.080,00;6.080,00;1000;22/05/2013;30/12/2013;Construção de capacidade junto a profissionais da area da assistencia social
71.554.695/0001-00;2013;148210;Prefeitura Muncipal de Santos;Empresa Pública;Municipal;Federal;Contrato Administrativo;30/09/2013;227.996,00;120.700,00;877;30/09/2013;30/12/2013;Prestação de Serviços Socio assistencais - Proteção Social
11.043.826/0001-54;2013;149301;Governo do Estado de São Paulo;Órgão Público do Poder Executivo;Estadual;Estadual;Incentivo Fiscal - ProAC-ICMS;26/09/2012;8.700,00;8.700,00;1500;26/09/2012;31/10/2012;Recebimento do proponente do projeto para realização da contrapartida social, a saber: produção e realização de 5 contações de histórias para crianças e adolescentes da rede pública e duas oficinas de contação de história para professores da rede pública.
11.043.826/0001-54;2013;149301;Governo do Estado de São Paulo;-;-;-;ProAC-ICMS;-;7.000,00;7.000,00;10000;-;-;Realizar o projeto A Turma do Dejota
71.545.636/0001-67;2013;150029;SECRETARIA DA CULTURA DO GOV EST SÃO PAULO;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;19/03/2013;60.000,00;60.000,00;10000;09/11/2012;28/03/2014;Possibilitar a realização do Circuito Brasil Fest in Folk, oportunizando o acesso de crianças em vulnerabilidade social, à identidade e diversidade cultural, por meio de oficina culturais de dança e teatro.
51.642.288/0001-39;2013;151700;Prefeitura Municipal de Guarujá;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;31/12/2012;304.135,22;312.088,35;90;14/03/2004;30/12/2013;Manutenção da creche no atendimento educacional integral de crianças de 1 a 5 anos e 11 meses.
51.642.288/0001-39;2013;151700;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;14/05/2013;309.751,06;359.746,81;100;01/01/2008;30/12/2013;Manutenção de creche no atendimento educacional integral de crianças de 1 a 5 anos e 11 meses.
51.642.288/0001-39;2013;151700;Prefeitura Municipal de Cubatão;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;28/07/2013;138.000,00;138.000,00;18;30/12/2007;30/12/2013;"Atendimento em regime residencial a idosas em condições de desamparo social. Oferecendo atendimento médico, de enfermagem, assistencial, cultural, entre outros; promovendo trabalhos educativos."
51.642.288/0001-39;2013;151700;Governo do Estado de São Paulo;Órgão Público do Poder Executivo;Estadual;Estadual;Subvenção Pública Estadual;28/07/2013;49.816,00;49.816,00;18;30/12/2007;30/12/2013;"Atendimento em regime residencial a idosas em condições de desamparo social. Oferecendo atendimento médico, de enfermagem, assistencial, cultural, entre outros; promovendo trabalhos educativos."
51.642.288/0001-39;2013;151700;Governo Federal;Órgão Público do Poder Executivo;Federal;Federal;Subvenção Pública Federal;28/07/2013;42.617,00;42.617,00;18;30/12/2007;30/12/2013;"Atendimento em regime residencial a idosas em condições de desamparo social. Oferecendo atendimento médico, de enfermagem, assistencial, cultural, entre outros; promovendo trabalhos educativos."
58.225.905/0001-40;2014;155151;SEDUC SECRETARIA DA EDUCAÇÃO;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;01/01/2014;1.001.121,00;1.004.157,71;302;01/01/2014;30/12/2014;Viabilizar  os projetos criados pela Entidade e manter os que já são  concretizados, como o Centro de Convivência
58.225.905/0001-40;2014;155151;SEAS SECRETARIA ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;01/01/2013;15.000,00;15.000,00;16;01/01/2013;30/01/2013;Atender os meninos trabalhando na preservação de seus direitos conforme ECA, fortalecendo o vínculo familiar e proporcionar a sua autonomia social.
58.225.905/0001-40;2014;155151;SEAS SECRETARIA DE ASSISTENCIA SOCIAL;Órgão Público do Poder Executivo;Federal;Federal;Convênio;01/01/2014;88.083,40;80.091,52;16;01/01/2014;30/12/2014;Atender os meninos trabalhando na preservação de seus direitos conforme ECA, fortalecendo o vinculo familiar e proporcionar a sua autonomia social.
58.225.905/0001-40;2014;155151;SEAS SECRETARIA DE ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;01/01/2014;120.743,37;120.748,56;16;01/01/2014;30/12/2014;Atender os meninos trabalhando na preservação de seus direitos conforme ECA, fortalecendo o vinculo familiar e proporcionar a sua autonomia social.
58.225.905/0001-40;2014;155151;SEAS SECRETARIA DE ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;01/01/2014;28.416,74;29.126,00;16;01/01/2014;30/12/2014;Atender os meninos trabalhando na preservação de seus direitos conforme ECA,  fortalecendo o vinculo familiar e proporcionar a sua autonomia social.
58.225.905/0001-40;2014;155151;SEAS SECRETARIA DE ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Federal;Federal;Convênio;01/01/2014;30.250,00;31.079,53;16;01/01/2014;30/12/2014;Atender os meninos trabalhando na preservação de seus direitos conforme ECA,  fortalecendo o vinculo familiar eproporcinar a sua autonomia social.
58.225.905/0001-40;2014;155151;Secretaria Estadual Desenvolvimento Social -DRADS;Órgão Público do Poder Executivo;Estadual;Estadual;Termo de Parceria;04/12/2013;49.899,39;49.899,39;16;04/12/2013;01/06/2014;O presente convênio tem com objeto a transferência de recursos financeiros para aquisição de Equipamento e Material de Natureza Permanente, de acordo com o plano de trabalho que integra o Projeto Nosso Lar que contempla as crianças abrigadas da  Entidade.
58.258.633/0001-84;2011;108533;SEDUC;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;03/01/2011;73.355,20;73.355,20;60;03/01/2011;31/12/2011;Atividades executadas mediante utilização de recursos públicos
58.258.633/0001-84;2011;108533;FMAS/SEAS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;03/01/2011;63.000,00;63.000,00;70;03/01/2011;31/12/2011;Atividades executadas mediante utilização de recursos públicos
58.207.572/0001-26;2014;156548;Secretaria de Estado da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;23/06/2010;3.248.520,00;2.761.031,41;152701;30/03/2010;24/02/2015;"Execução de atividades de atendimento para hemodinâmica, para o Centro de Tratamento das Malformações Crânio Faciais e para Fisioterapia especializada para os pacientes adultos. infantis e neonatos nas unidades de terapia intensiva do Hospital Guilherme Álvaro. Centro de Tratamento das Malformações Craniofaciais "" Mário Covas"" - 11.006 atendimentos - Vascular Neurológica e Cardíaca - 2.038 atendimentos. Serviço de Fisioterapia - UTI ADULTO, PEDIÁTRICA E NEONATAL - 139.657 atendimentos. TOTAL - 152.701."
58.207.572/0001-26;2012;121414;Secretaria de Estado da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;24/06/2010;2.314.284,00;2.096.575,95;103162;31/03/2010;30/12/2012;"Execução de atividades de atendimento para hemodinâmica, para o Centro de Tratamento das Malformações Crânio Faciais e para Fisioterapia especializada para os pacientes adultos, infantis e neonatos nas unidades de terapia intensiva do Hospital Guilherme Álvaro. Centro de Tratamento das Malformações Craniofaciais ""Mário Covas"" - 13.001 atendimentos. Serviço de Hemodinâmica - Vascular Neurológica e Cardíaca - 2225 atendimentos. Serviço  de Fisioterapia - UTI ADULTO, PEDIÁTRICA E NEONATAL - 87.936"
58.191.008/0001-62;2014;159494;COORD. DE APERFEICOAMENTO DE PESSOAL DE NÍVEL SUPERIOR - CAPES;Autarquia;Federal;Federal;Convênio;30/06/2010;255.000,00;135.000,00;54;31/07/2010;29/08/2014;Formação de profissionais do magistério das Redes públicas da Educação Básica, nos termos do Decreto 5755, de 29/01/2009, da portaria nº 09 de 30/6/2009 do MEC e do decreto 7219 de 24/06/2010.
58.224.692/0001-31;2012;121549;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;19/02/2011;735.287,28;737.287,28;257;03/01/2011;31/12/2011;Proporcionar à criança condições para um desenvolvimentodo seu potencial fisico, afetivo, espiritual, social e educacional.
58.224.692/0001-31;2012;121549;SEDS-SECRETARIA ESTADUAL DE ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;29/12/2011;30.000,00;30.000,00;-;19/03/2012;07/05/2012;Aquisição de um veículo marcar VW/KOMBI conforme nf.0205125 sérié 29 folha 1/1 Indústria de Veículos Automotores Ltda., emitida em 24/04/2012. Processo SEDS 1640/2011.
58.250.267/0001-17;2014;164189;SECRETARIA DA EDUCAÇÃO DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;08/03/1995;373.235,46;373.235,46;109;12/01/2014;28/12/2014;Atendimento às crianças na faixa etária de 1 até 6 anos em período integral para desenvolvimento de trabalhos educacionais relacionados a creche e escola de educação infantil.
58.230.293/0001-83;2007;25830;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;01/01/2008;486.834,64;486.834,64;75;01/01/2008;30/12/2008;A parceria tem por objetivo o atendimento educacional especializado e gratuito às crianças, adolescentes e/ou adultos residentes no município de Santos/SP, portadores de necessidades educativas especiais, visando o desenvolvimento de suas capacidades físicas, sensoriais e mentais.
58.218.207/0001-17;2007;25852;SECRETARIA MUNICIPAL DE SAUDE;-;Municipal;Municipal;Convênio;-;151.249,99;151.249,99;220;02/01/2007;31/12/2007;UTILIZADO PARA FOLHA DE PAGAMENTO PESSOAL TÉCNICO
58.218.207/0001-17;2007;25852;SECRETARIA ESTADUAL DE SAÚDE;-;Estadual;Estadual;Convênio;-;15.000,00;15.000,00;220;02/01/2007;31/12/2007;VALOR UTILIZADO PARA PAGAMENTO DE PESSOAL TÉCNICO
58.218.207/0001-17;2007;25852;SECRETARIA DE ASSISTENCIA SOCIAL;-;Municipal;Federal;Convênio;-;9.600,00;9.600,00;220;03/12/2008;03/12/2008;UTILIZADO PARA O PROJETO NÚCLEO DE MÃES
58.218.207/0001-17;2007;25852;SECRETARIA MUNICIPAL DE SAÚDE;-;Municipal;Municipal;Convênio;-;4.800,00;4.800,00;220;-;-;UTILIZADO PARA O PROJETO NÚCLEOO DE MÃES
58.194.622/0001-88;2008;26387;SECRETARIA DE SAUDE DO ESTADO DE SAO PAULO;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;16/01/2008;321.036,00;321.036,00;-;-;-;APERFEICOAMENTO DAS ACOES E SERVICOS DO SISTEMA UNICO DE SAUDE - SUS/SP
58.225.905/0001-40;2008;26785;SEDUC;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;846.095,62;846.095,62;490;01/01/2008;30/12/2008;Viabilizar os projetos criados pela Entidade e manter os que já são concretizados, como o Centro de Convivência.
64.715.899/0001-01;2008;27268;Governo Federal;Órgão Público do Poder Executivo;Federal;-;Convênio;-;47.400,00;44.450,00;544;02/01/2008;31/12/2008;A parceria foi realizada para possibilitar o desenvolvimento de programas sociais para os 544 usuários/mês que a entidade atende.Não há previsão de término desta atividade.Sobre o valor repassado no exercício, R$1.000,00 é referente ao recurso previsto em 2007.
64.715.899/0001-01;2008;27268;Governo Estadual;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;-;37.620,00;36.985,00;544;02/01/2008;31/12/2008;A parceria foi realizada para possibilitar o desenvolvimento de programas sociais para os 544 usuários/mês que a entidade atende.Não há previsão de término desta atividade.Sobre o valor repassado no exercício, R$2.500,00 é referente ao recurso previsto em 2007, recebido em 2008.
64.715.899/0001-01;2008;27268;Secretaria Municipal de Educação - Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;282.304,80;282.304,80;123;02/01/2008;31/12/2008;Desenvolver serviços relacionados a educação infantil e Creche.Não há previsão de término desta atividade.
64.715.899/0001-01;2008;27268;Governo Federal;Órgão Público do Poder Executivo;Federal;-;Convênio;-;47.400,00;44.450,00;544;02/01/2008;31/12/2008;A parceria foi realizada para possibilitar o desenvolvimento de programas sociais para os 544 usuários/mês que a entidade atende.Não há previsão de término desta atividade.Sobre o valor repassado no exercício, R$1.000,00 é referente ao recurso previsto em 2007.
64.715.899/0001-01;2008;27268;Governo Estadual;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;-;37.620,00;36.985,00;544;02/01/2008;31/12/2008;A parceria foi realizada para possibilitar o desenvolvimento de programas sociais para os 544 usuários/mês que a entidade atende.Não há previsão de término desta atividade.Sobre o valor repassado no exercício, R$2.500,00 é referente ao recurso previsto em 2007, recebido em 2008.
58.191.008/0001-62;2008;27353;CMDCA - PREF.MUNICIPAL SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;19/06/2008;99.400,00;56.200,00;50;19/06/2008;18/06/2011;Projeto empreendedor social objetiva abrigar organizações nascentes ou já existentes proporcionando-lhe infra estrutura e apoio técnico gerencial,  administrativos e assessoramento técnico,  por prazo determinado
58.198.128/0001-91;2008;27427;secretaria de educação;Órgão Público do Poder Executivo;Municipal;Municipal;subvenção;08/02/2008;1.249.639,40;1.249.639,40;165;11/02/2008;12/12/2008;atendimento  especializado  à crianças e adolescentes com deficiência mental e ou distúrbios de aprendizagem
58.198.128/0001-91;2008;27427;Secretaria de Saúde;Órgão Público do Poder Executivo;Municipal;Municipal;subvenção;17/07/2008;218.700,00;85.657,50;440;01/09/2008;30/12/2008;Atendimento especializado para avaliação e diagnóstico e atendimento  à crianças e adolescentes com  distúrbios de aprendizagem associados ou não a deficiência mental.
58.198.128/0001-91;2008;27427;Fundo municipal de direitos da criança e do adolescente;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;04/04/2007;142.240,00;35.560,03;-;02/01/2008;25/04/2008;Atendimento  na àrea de avaliação e diagnóstico à crianças e adolescentes com distúrbios de aprendizagem  associados ou não  a deficiência mental.
58.198.128/0001-91;2008;27427;MEC-FNDE;Órgão Público do Poder Executivo;Federal;Federal;Contrato Administrativo;-;6.222,00;6.222,00;165;11/02/2008;12/12/2008;Programa Dinheiro Direto na Escola  com recursos destinados à custeio e capital
58.198.128/0001-91;2008;27427;FUNDO MUNICIPAL DE ASSISTÊNCIA SOACIAL;Órgão Público do Poder Executivo;Municipal;Federal;Convênio;16/02/2008;32.400,00;32.400,00;165;11/02/2008;12/12/2008;REPASSE DE VERBAS DO MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E DE COMBATE A FOME  PARA OS PROGRAMAS DE PROTEÇÃO SOCIAL ESPECIAL
71.545.636/0001-67;2007;27623;Prefeitura de São Bernado do Campo- SP;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;6.000,00;6.000,00;-;02/08/2008;10/08/2008;Brasil Fest Folk/2008
58.269.515/0001-71;2008;27680;Prefeitura Municipal de Santos/ Secretaria Municipal  de Educação;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;11/02/2008;322.277,90;322.277,90;320;01/01/2008;31/07/2008;Tem por objetivo o estabelecimento de uma parceria  com o  municipio  por intermedio da Secretaria Municipal de Educação e a Entidade,  para atendimento gratuito em  creche , pré - escola e educação integral, visando o desenvolvimento sócio- educativo das crianças e adolescentes residentes no  municipio.
58.269.515/0001-71;2008;27680;Prefeitura Municipal de Santos/ Secretaria Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;01/08/2008;230.198,50;230.198,50;320;01/08/2008;30/11/2008;Tem por objetivo o estabelecimento de uma parceria  com o  municipio  por intermedio da Secretaria Municipal de Educação e a Entidade,  para atendimento gratuito em  creche , pré - escola e educação integral, visando o desenvolvimento sócio- educativo das crianças e adolescentes residentes no  municipio.
58.269.515/0001-71;2008;27680;Secretaria Municipal de Assistência Social/ Fundo Municipal dos Direitos da Criança  e do Adolescent;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;16/03/2008;59.808,18;59.808,18;150;01/01/2008;30/12/2008;Trata- se de um conjunto de atividades recreativas, esportivas e educativas, de complemento educacional e social para crianças e adolescentes em situação de risco.
58.269.515/0001-71;2008;27680;Secretaria Municipal de Assistência Social/ Fundo Municipal dos Direitos da Criança e Adolescentes;Órgão Público do Poder Executivo;Municipal;Municipal;Juros de 2007 - FMDCA;22/02/2007;,00;3.654,71;150;01/01/2007;30/12/2007;Trata- se de um conjunto de atividades recreativas, esportivas e educativas, de complemento educacional e social para crianças e adolescentes em situação de risco.
58.269.515/0001-71;2008;27680;Secretaria MUnicipal de Assistência Social- Fundo Municipal dos Direitos da Criança e do Adolescente;Órgão Público do Poder Executivo;Municipal;Municipal;Juros de 2008- FMDCA;16/03/2008;,00;2.508,13;150;01/01/2008;30/12/2008;Trata- se de um conjunto de atividades recreativas, esportivas e educativas, de complemento educacional e social para crianças e adolescentes em situação de risco.
58.269.515/0001-71;2008;27680;Prefeitura Municipal de Santos - Secretaria de Assitencia e Desenvolvimento Social  Et. de São Paulo;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;15/01/2008;25.260,00;24.145,01;90;01/01/2008;31/07/2008;Constitui o objeto deste convênio  a transferencia de recursos financeiro FMAS do municipio destinado a execução descentralizada, do programa Estadual de Proteção Social Basica, e especial, apoiado pelo estado de Sao Paulo, por sua Secretaria Estadual de Assistencia e Desenvolvimento Social a ser executado diretamente pela entidade consuante o Plano de Trabalho composto por Planilhas expecificas contidas no Plano Municipal de Assistencia, parte integrante deste ajuste, independente de transição, constituindo seu anexo , devidamente aprovado pelo conselho MUnicipal de Assitencia Social
58.269.515/0001-71;2008;27680;Prefeitura Municipal de Santos - Secretaria de Assistencia Social e Desenvolvimento Social  Estado;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;15/08/2008;21.050,00;16.840,00;90;01/08/2008;30/12/2008;Constitui o objeto deste convênio  a transferencia de recursos financeiro FMAS do municipio destinado a execução descentralizada, do programa Estadual de Proteção Social Basica, e especial, apoiado pelo estado de Sao Paulo, por sua Secretaria Estadual de Assistencia e Desenvolvimento Social a ser executado diretamente pela entidade consuante o Plano de Trabalho composto por Planilhas expecificas contidas no Plano Municipal de Assistencia, parte integrante deste ajuste, independente de transição, constituindo seu anexo , devidamente aprovado pelo conselho MUnicipal de Assitencia Social
58.269.515/0001-71;2008;27680;Prefeitura Municipal de Santos - Secretaria Nacional de Assistência Social;Órgão Público do Poder Executivo;Federal;Federal;5° parcela de 2007;14/06/2007;9.120,00;9.018,50;60;01/01/2008;31/08/2008;Constitui o objeto deste convênio o desenvolvimento pela entidade dos programas assistenciais, compreendidos na area de atendimento a familia, observado os principios, objetivos, diretrizes da lei federal n° 8742, de 7 de dezembro de 1993, lei organica da assistencia social, e na conformidade da politica Municipal, de Assistencia Social, que recebera recursos do Fundo Municipal de Assistencia Social, aprovados aos 5/06/2007, pelo conselho Municipal da assistencia Social, que constitue parte instrumento deste convênio.
58.269.515/0001-71;2008;27680;Prefeitura Municipal de Santos - Secretaria Naciona de  Assistencia Social;Órgão Público do Poder Executivo;Federal;Federal;Convênio;15/01/2008;45.600,00;41.800,00;60;01/01/2008;30/12/2008;Constitui o objeto deste convênio o desenvolvimento pela entidade dos programas assistenciais, compreendidos na area de atendimento a familia, observado os principios, objetivos, diretrizes da lei federal n° 8742, de 7 de dezembro de 1993, lei organica da assistencia social, e na conformidade da politica Municipal, de Assistencia Social, que recebera recursos do Fundo Municipal de Assistencia Social, aprovados aos 5/06/2007, pelo conselho Municipal da assistencia Social, que constitue parte instrumento deste convênio.
58.269.515/0001-71;2008;27680;Prefeitura Municipal de Santos - Secretaria  de Assitencia Social - Federal;Órgão Público do Poder Executivo;Municipal;Municipal;Contrapartida Municipal - Federal;15/01/2008;9.120,00;9.120,00;60;01/01/2008;30/12/2008;Constitui o objeto deste convênio o desenvolvimento pela entidade dos programas assistenciais, compreendidos na area de atendimento a familia, observado os principios, objetivos, diretrizes da lei federal n° 8742, de 7 de dezembro de 1993, lei organica da assistencia social, e na conformidade da politica Municipal, de Assistencia Social, que recebera recursos do Fundo Municipal de Assistencia Social, aprovados aos 5/06/2007, pelo conselho Municipal da assistencia Social, que constitue parte instrumento deste convênio.
58.269.515/0001-71;2008;27680;Estado de São Paulo Secretaria Estadual e Desenvolvimento Social;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;31/12/2007;30.000,00;30.000,00;470;01/01/2008;30/12/2008;Constitui objeto deste convênio a transferencia de recursos financeiros, da Secretaria para Entidade, objetivando a execução do Projeto Reforma em terreno ou edificação de sua propriedade, á Av: Conselheiro Nébias, 156 - Vila Nova, sob o n° de Transcrição 11.915, no 1° Oficial de Registro de Imóvéis de Santos.
71.545.636/0001-67;2006;27960;Prefeitura de São Bernardo do Campo - SP;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;6.000,00;6.000,00;-;16/08/2006;23/08/2006;Brasil Fest in Folk - 8º Festival Internacional de Folclore de São Bernardo do Campo
58.269.515/0001-71;2011;109750;Prefeitura Municipal de Santos/ Secretaria Municipal  de Educação;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;03/01/2011;599.055,44;599.055,44;250;03/01/2011;31/12/2011;Tem por objetivo o estabelecimento de uma parceria  com o  municipio  por intermedio da Secretaria Municipal de Educação e a Entidade,  para atendimento gratuito em  creche , pré - escola e educação integral, visando o desenvolvimento sócio- educativo das crianças e adolescentes residentes no  municipio.
